
Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:06 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form G                          :      4.317u      0.467s      0.276w      9 calls
UV: Form V                          :      4.183u      0.467s      0.269w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.017u      0.000s      0.000w      9 calls
JK: JK                              :      0.100u      0.000s      0.006w      9 calls
DFH: compute_JK()                   :      0.083u      0.000s      0.006w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.000u      0.000s      0.001w      9 calls
DFH: compute_K                      :      0.083u      0.000s      0.004w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.783u      1.517s      0.128w      9 calls
HF: Form C                          :      0.033u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.117u      0.033s      0.104w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.033s      0.077w      1 calls
DFH: initialize()                   :      0.200u      0.017s      0.056w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.044w      2 calls
| DFH: AO Construction              :      0.033u      0.000s      0.005w      1 calls
| DFH: AO-Met. Contraction          :      0.067u      0.017s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.033s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.000w      1 calls
HF: Guess                           :      0.350u      0.233s      0.034w      1 calls
| V: Grid                           :      0.017u      0.117s      0.007w      1 calls
| | build grid                      :      0.017u      0.067s      0.004w      1 calls
| | post-process grid               :      0.000u      0.050s      0.003w      1 calls
| SAP: Form V                       :      0.317u      0.100s      0.026w      1 calls
| | Properties                      :      0.083u      0.083s      0.006w    259 calls
| | Functional                      :      0.000u      0.000s      0.001w    259 calls
| | V_xc                            :      0.217u      0.017s      0.018w    259 calls
HF: Form G                          :      4.317u      0.467s      0.276w      9 calls
| UV: Form V                        :      4.183u      0.467s      0.269w      9 calls
| | Properties                      :      1.367u      0.200s      0.092w   2331 calls
| | Functional                      :      1.167u      0.150s      0.077w   2331 calls
| | V_xc                            :      1.517u      0.117s      0.092w   2331 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w      9 calls
| JK: JK                            :      0.100u      0.000s      0.006w      9 calls
| | DFH: compute_JK()               :      0.083u      0.000s      0.006w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.001w      9 calls
| | | DFH: compute_K                :      0.083u      0.000s      0.004w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.783u      1.517s      0.128w      9 calls
HF: Form C                          :      0.033u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:41 2025
Timers Off: Sat Jan 25 21:32:41 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:41 2025
Timers Off: Sat Jan 25 21:32:42 2025

Wall Time:        0.95 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.083u      0.000s      0.007w      2 calls
build grid                          :      0.067u      0.000s      0.004w      2 calls
post-process grid                   :      0.017u      0.000s      0.003w      2 calls
DFH: sparsity prep                  :      0.117u      0.033s      0.076w      1 calls
Libint2ERI::Libint2ERI              :      0.133u      0.033s      0.100w      3 calls
DFH: initialize()                   :      0.300u      0.050s      0.071w      1 calls
DFH: AO Construction                :      0.150u      0.033s      0.010w      1 calls
DFH: AO-Met. Contraction            :      0.050u      0.000s      0.003w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.250u      0.083s      0.018w      1 calls
SAP: Form V                         :      0.150u      0.083s      0.013w      1 calls
Properties                          :      1.450u      0.317s      0.080w   2331 calls
Functional                          :      0.767u      0.233s      0.074w   2331 calls
V_xc                                :      1.183u      0.350s      0.088w   2331 calls
HF: Form G                          :      3.433u      0.883s      0.248w      8 calls
UV: Form V                          :      3.300u      0.883s      0.238w      8 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      8 calls
JK: JK                              :      0.100u      0.000s      0.007w      8 calls
DFH: compute_JK()                   :      0.100u      0.000s      0.007w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.050u      0.000s      0.001w      8 calls
DFH: compute_K                      :      0.050u      0.000s      0.005w      8 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.717u      1.583s      0.126w      8 calls
HF: Form C                          :      0.017u      0.000s      0.002w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.117u      0.033s      0.076w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.017s      0.053w      1 calls
DFH: initialize()                   :      0.300u      0.050s      0.071w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.017s      0.047w      2 calls
| DFH: AO Construction              :      0.150u      0.033s      0.010w      1 calls
| DFH: AO-Met. Contraction          :      0.050u      0.000s      0.003w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.250u      0.083s      0.018w      1 calls
| V: Grid                           :      0.083u      0.000s      0.004w      1 calls
| | build grid                      :      0.067u      0.000s      0.002w      1 calls
| | post-process grid               :      0.017u      0.000s      0.002w      1 calls
| SAP: Form V                       :      0.150u      0.083s      0.013w      1 calls
| | Properties                      :      0.100u      0.067s      0.007w    259 calls
| | Functional                      :      0.000u      0.000s      0.001w    259 calls
| | V_xc                            :      0.050u      0.000s      0.004w    259 calls
HF: Form G                          :      3.433u      0.883s      0.248w      8 calls
| UV: Form V                        :      3.300u      0.883s      0.238w      8 calls
| | Properties                      :      1.350u      0.250s      0.073w   2072 calls
| | Functional                      :      0.767u      0.233s      0.073w   2072 calls
| | V_xc                            :      1.133u      0.350s      0.084w   2072 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      8 calls
| JK: JK                            :      0.100u      0.000s      0.007w      8 calls
| | DFH: compute_JK()               :      0.100u      0.000s      0.007w      8 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.001w      8 calls
| | | DFH: compute_K                :      0.050u      0.000s      0.005w      8 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.717u      1.583s      0.126w      8 calls
HF: Form C                          :      0.017u      0.000s      0.002w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:42 2025
Timers Off: Sat Jan 25 21:32:42 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:42 2025
Timers Off: Sat Jan 25 21:32:43 2025

Wall Time:        0.95 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.000u      0.050s      0.006w      2 calls
build grid                          :      0.000u      0.033s      0.002w      2 calls
post-process grid                   :      0.000u      0.017s      0.003w      2 calls
DFH: sparsity prep                  :      0.100u      0.017s      0.074w      1 calls
Libint2ERI::Libint2ERI              :      0.117u      0.033s      0.096w      3 calls
DFH: initialize()                   :      0.233u      0.050s      0.058w      1 calls
DFH: AO Construction                :      0.050u      0.000s      0.005w      1 calls
DFH: AO-Met. Contraction            :      0.067u      0.017s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.050s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.133u      0.083s      0.013w      1 calls
SAP: Form V                         :      0.133u      0.017s      0.009w      1 calls
Properties                          :      1.467u      0.300s      0.092w   2590 calls
Functional                          :      1.000u      0.217s      0.078w   2590 calls
V_xc                                :      1.517u      0.167s      0.089w   2590 calls
HF: Form G                          :      4.067u      0.683s      0.266w      9 calls
UV: Form V                          :      3.883u      0.683s      0.258w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.150u      0.000s      0.006w      9 calls
DFH: compute_JK()                   :      0.150u      0.000s      0.006w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.033u      0.000s      0.001w      9 calls
DFH: compute_K                      :      0.117u      0.000s      0.005w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.683u      1.233s      0.110w      9 calls
HF: Form C                          :      0.017u      0.017s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.000u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.100u      0.017s      0.074w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.017s      0.052w      1 calls
DFH: initialize()                   :      0.233u      0.050s      0.058w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.045w      2 calls
| DFH: AO Construction              :      0.050u      0.000s      0.005w      1 calls
| DFH: AO-Met. Contraction          :      0.067u      0.017s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.050s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.133u      0.083s      0.013w      1 calls
| V: Grid                           :      0.000u      0.050s      0.003w      1 calls
| | build grid                      :      0.000u      0.033s      0.001w      1 calls
| | post-process grid               :      0.000u      0.017s      0.002w      1 calls
| SAP: Form V                       :      0.133u      0.017s      0.009w      1 calls
| | Properties                      :      0.100u      0.017s      0.006w    259 calls
| | Functional                      :      0.017u      0.000s      0.000w    259 calls
| | V_xc                            :      0.017u      0.000s      0.003w    259 calls
HF: Form G                          :      4.067u      0.683s      0.266w      9 calls
| UV: Form V                        :      3.883u      0.683s      0.258w      9 calls
| | Properties                      :      1.367u      0.283s      0.086w   2331 calls
| | Functional                      :      0.983u      0.217s      0.078w   2331 calls
| | V_xc                            :      1.500u      0.167s      0.086w   2331 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.150u      0.000s      0.006w      9 calls
| | DFH: compute_JK()               :      0.150u      0.000s      0.006w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.001w      9 calls
| | | DFH: compute_K                :      0.117u      0.000s      0.005w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.683u      1.233s      0.110w      9 calls
HF: Form C                          :      0.017u      0.017s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:43 2025
Timers Off: Sat Jan 25 21:32:44 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:44 2025
Timers Off: Sat Jan 25 21:32:44 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:44 2025
Timers Off: Sat Jan 25 21:32:45 2025

Wall Time:        0.97 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.217u      0.017s      0.014w      2 calls
build grid                          :      0.017u      0.000s      0.002w      2 calls
post-process grid                   :      0.183u      0.017s      0.011w      2 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.061w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.075w      3 calls
DFH: initialize()                   :      0.233u      0.017s      0.049w      1 calls
DFH: AO Construction                :      0.033u      0.000s      0.004w      1 calls
DFH: AO-Met. Contraction            :      0.117u      0.000s      0.004w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.000w      1 calls
HF: Guess                           :      0.700u      0.033s      0.042w      1 calls
SAP: Form V                         :      0.483u      0.017s      0.030w      1 calls
Properties                          :      1.700u      0.183s      0.096w   2440 calls
Functional                          :      1.150u      0.283s      0.080w   2440 calls
V_xc                                :      1.250u      0.333s      0.105w   2440 calls
HF: Form G                          :      3.817u      0.817s      0.269w      9 calls
UV: Form V                          :      3.717u      0.817s      0.261w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.100u      0.000s      0.006w      9 calls
DFH: compute_JK()                   :      0.100u      0.000s      0.006w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.017u      0.000s      0.001w      9 calls
DFH: compute_K                      :      0.083u      0.000s      0.005w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.900u      1.417s      0.127w      9 calls
HF: Form C                          :      0.033u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.061w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.042w      1 calls
DFH: initialize()                   :      0.233u      0.017s      0.049w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.033w      2 calls
| DFH: AO Construction              :      0.033u      0.000s      0.004w      1 calls
| DFH: AO-Met. Contraction          :      0.117u      0.000s      0.004w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.000w      1 calls
HF: Guess                           :      0.700u      0.033s      0.042w      1 calls
| V: Grid                           :      0.200u      0.017s      0.011w      1 calls
| | build grid                      :      0.017u      0.000s      0.001w      1 calls
| | post-process grid               :      0.167u      0.017s      0.010w      1 calls
| SAP: Form V                       :      0.483u      0.017s      0.030w      1 calls
| | Properties                      :      0.233u      0.000s      0.010w    244 calls
| | Functional                      :      0.017u      0.000s      0.001w    244 calls
| | V_xc                            :      0.217u      0.000s      0.018w    244 calls
HF: Form G                          :      3.817u      0.817s      0.269w      9 calls
| UV: Form V                        :      3.717u      0.817s      0.261w      9 calls
| | Properties                      :      1.467u      0.183s      0.086w   2196 calls
| | Functional                      :      1.133u      0.283s      0.079w   2196 calls
| | V_xc                            :      1.033u      0.333s      0.087w   2196 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.100u      0.000s      0.006w      9 calls
| | DFH: compute_JK()               :      0.100u      0.000s      0.006w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.001w      9 calls
| | | DFH: compute_K                :      0.083u      0.000s      0.005w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.900u      1.417s      0.127w      9 calls
HF: Form C                          :      0.033u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:45 2025
Timers Off: Sat Jan 25 21:32:46 2025

Wall Time:        0.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:46 2025
Timers Off: Sat Jan 25 21:32:47 2025

Wall Time:        0.95 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.017u      0.083s      0.009w      2 calls
build grid                          :      0.000u      0.050s      0.005w      2 calls
post-process grid                   :      0.017u      0.033s      0.004w      2 calls
DFH: sparsity prep                  :      0.100u      0.017s      0.062w      1 calls
Libint2ERI::Libint2ERI              :      0.117u      0.033s      0.077w      3 calls
DFH: initialize()                   :      0.433u      0.050s      0.062w      1 calls
DFH: AO Construction                :      0.167u      0.017s      0.010w      1 calls
DFH: AO-Met. Contraction            :      0.050u      0.000s      0.004w      1 calls
HF: Form core H                     :      0.000u      0.033s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.117u      0.233s      0.021w      1 calls
SAP: Form V                         :      0.067u      0.133s      0.013w      1 calls
Properties                          :      1.050u      0.300s      0.080w   2440 calls
Functional                          :      1.117u      0.350s      0.077w   2440 calls
V_xc                                :      1.200u      0.333s      0.093w   2440 calls
HF: Form G                          :      3.667u      0.983s      0.264w      9 calls
UV: Form V                          :      3.433u      0.983s      0.248w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.200u      0.000s      0.013w      9 calls
DFH: compute_JK()                   :      0.200u      0.000s      0.013w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.017u      0.000s      0.002w      9 calls
DFH: compute_K                      :      0.183u      0.000s      0.011w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.650u      1.500s      0.121w      9 calls
HF: Form C                          :      0.067u      0.017s      0.003w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.000u      0.000s      0.001w      1 calls
| post-process grid                 :      0.017u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.100u      0.017s      0.062w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.017s      0.043w      1 calls
DFH: initialize()                   :      0.433u      0.050s      0.062w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.034w      2 calls
| DFH: AO Construction              :      0.167u      0.017s      0.010w      1 calls
| DFH: AO-Met. Contraction          :      0.050u      0.000s      0.004w      1 calls
HF: Form core H                     :      0.000u      0.033s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.117u      0.233s      0.021w      1 calls
| V: Grid                           :      0.000u      0.083s      0.006w      1 calls
| | build grid                      :      0.000u      0.050s      0.004w      1 calls
| | post-process grid               :      0.000u      0.033s      0.002w      1 calls
| SAP: Form V                       :      0.067u      0.133s      0.013w      1 calls
| | Properties                      :      0.033u      0.050s      0.007w    244 calls
| | Functional                      :      0.000u      0.000s      0.001w    244 calls
| | V_xc                            :      0.017u      0.050s      0.004w    244 calls
HF: Form G                          :      3.667u      0.983s      0.264w      9 calls
| UV: Form V                        :      3.433u      0.983s      0.248w      9 calls
| | Properties                      :      1.017u      0.250s      0.074w   2196 calls
| | Functional                      :      1.117u      0.350s      0.076w   2196 calls
| | V_xc                            :      1.183u      0.283s      0.088w   2196 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.200u      0.000s      0.013w      9 calls
| | DFH: compute_JK()               :      0.200u      0.000s      0.013w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.002w      9 calls
| | | DFH: compute_K                :      0.183u      0.000s      0.011w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.650u      1.500s      0.121w      9 calls
HF: Form C                          :      0.067u      0.017s      0.003w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:47 2025
Timers Off: Sat Jan 25 21:32:47 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:47 2025
Timers Off: Sat Jan 25 21:32:48 2025

Wall Time:        0.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.017u      0.050s      0.006w      2 calls
build grid                          :      0.017u      0.017s      0.003w      2 calls
post-process grid                   :      0.000u      0.033s      0.003w      2 calls
DFH: sparsity prep                  :      0.100u      0.017s      0.061w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.074w      3 calls
DFH: initialize()                   :      0.150u      0.033s      0.043w      1 calls
DFH: AO Construction                :      0.050u      0.033s      0.004w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.200u      0.167s      0.022w      1 calls
SAP: Form V                         :      0.183u      0.117s      0.018w      1 calls
Properties                          :      1.300u      0.417s      0.097w   2440 calls
Functional                          :      1.117u      0.267s      0.077w   2440 calls
V_xc                                :      1.183u      0.383s      0.094w   2440 calls
HF: Form G                          :      3.700u      1.133s      0.271w      9 calls
UV: Form V                          :      3.550u      1.133s      0.261w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.133u      0.000s      0.007w      9 calls
DFH: compute_JK()                   :      0.133u      0.000s      0.007w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.033u      0.000s      0.001w      9 calls
DFH: compute_K                      :      0.100u      0.000s      0.005w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.717u      1.333s      0.121w      9 calls
HF: Form C                          :      0.000u      0.017s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.003w      1 calls
| build grid                        :      0.017u      0.000s      0.001w      1 calls
| post-process grid                 :      0.000u      0.000s      0.001w      1 calls
DFH: sparsity prep                  :      0.100u      0.017s      0.061w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.042w      1 calls
DFH: initialize()                   :      0.150u      0.033s      0.043w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.032w      2 calls
| DFH: AO Construction              :      0.050u      0.033s      0.004w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.200u      0.167s      0.022w      1 calls
| V: Grid                           :      0.000u      0.050s      0.003w      1 calls
| | build grid                      :      0.000u      0.017s      0.001w      1 calls
| | post-process grid               :      0.000u      0.033s      0.001w      1 calls
| SAP: Form V                       :      0.183u      0.117s      0.018w      1 calls
| | Properties                      :      0.117u      0.033s      0.011w    244 calls
| | Functional                      :      0.000u      0.017s      0.001w    244 calls
| | V_xc                            :      0.067u      0.050s      0.005w    244 calls
HF: Form G                          :      3.700u      1.133s      0.271w      9 calls
| UV: Form V                        :      3.550u      1.133s      0.261w      9 calls
| | Properties                      :      1.183u      0.383s      0.087w   2196 calls
| | Functional                      :      1.117u      0.250s      0.076w   2196 calls
| | V_xc                            :      1.117u      0.333s      0.089w   2196 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.133u      0.000s      0.007w      9 calls
| | DFH: compute_JK()               :      0.133u      0.000s      0.007w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.001w      9 calls
| | | DFH: compute_K                :      0.100u      0.000s      0.005w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.717u      1.333s      0.121w      9 calls
HF: Form C                          :      0.000u      0.017s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:48 2025
Timers Off: Sat Jan 25 21:32:49 2025

Wall Time:        0.82 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.133u      0.000s      0.008w      2 calls
build grid                          :      0.117u      0.000s      0.005w      2 calls
post-process grid                   :      0.017u      0.000s      0.003w      2 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.021w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.017s      0.026w      3 calls
DFH: initialize()                   :      0.217u      0.000s      0.025w      1 calls
DFH: AO Construction                :      0.150u      0.000s      0.007w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.250u      0.067s      0.016w      1 calls
